date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:59:42	21096/21096	---M--	200	added ('OK')	image/jpeg	etag:%225268-6074691eacaec%22	https://themesdesign.in/jobcy-tailwind/layout/assets/images/user/img-06.jpg	themesdesign.in/jobcy-tailwind/layout/assets/images/user/img-06.jpg	(from https://themesdesign.in/jobcy-tailwind/layout/team.html)
17:59:43	17686/17686	---M--	200	added ('OK')	image/jpeg	etag:%224516-6074691eada8c%22	https://themesdesign.in/jobcy-tailwind/layout/assets/images/user/img-10.jpg	themesdesign.in/jobcy-tailwind/layout/assets/images/user/img-10.jpg	(from https://themesdesign.in/jobcy-tailwind/layout/team.html)
17:59:44	17710/17710	---M--	200	added ('OK')	image/jpeg	etag:%22452e-6074691eada8c%22	https://themesdesign.in/jobcy-tailwind/layout/assets/images/user/img-11.jpg	themesdesign.in/jobcy-tailwind/layout/assets/images/user/img-11.jpg	(from https://themesdesign.in/jobcy-tailwind/layout/team.html)
17:59:45	4220/4220	---M-Z	200	added ('OK')	text/css	etag:%22107c-6074691eb096c-gzip%22	https://themesdesign.in/jobcy-tailwind/layout/assets/libs/nouislider/nouislider.min.css	themesdesign.in/jobcy-tailwind/layout/assets/libs/nouislider/nouislider.min.css	(from https://themesdesign.in/jobcy-tailwind/layout/job-list.html)
17:59:46	5001/5001	---M--	200	added ('OK')	image/png	etag:%221389-6074691ea6d2c%22	https://themesdesign.in/jobcy-tailwind/layout/assets/images/featured-job/img-07.png	themesdesign.in/jobcy-tailwind/layout/assets/images/featured-job/img-07.png	(from https://themesdesign.in/jobcy-tailwind/layout/job-list.html)
17:59:47	26465/26465	---M-Z	200	added ('OK')	application/javascript	etag:%226761-6074691eb096c-gzip%22	https://themesdesign.in/jobcy-tailwind/layout/assets/libs/nouislider/nouislider.min.js	themesdesign.in/jobcy-tailwind/layout/assets/libs/nouislider/nouislider.min.js	(from https://themesdesign.in/jobcy-tailwind/layout/job-list.html)
17:59:48	408/408	---M-Z	200	added ('OK')	application/javascript	etag:%22198-6074691eada8c-gzip%22	https://themesdesign.in/jobcy-tailwind/layout/assets/js/pages/area-filter-range.init.js	themesdesign.in/jobcy-tailwind/layout/assets/js/pages/area-filter-range.init.js	(from https://themesdesign.in/jobcy-tailwind/layout/job-list.html)
17:59:49	4972/4972	---M--	200	added ('OK')	image/png	etag:%22136c-6074691ea6d2c%22	https://themesdesign.in/jobcy-tailwind/layout/assets/images/featured-job/img-08.png	themesdesign.in/jobcy-tailwind/layout/assets/images/featured-job/img-08.png	(from https://themesdesign.in/jobcy-tailwind/layout/job-list-2.html)
17:59:50	221/221	---M-Z	200	added ('OK')	application/javascript	etag:%22dd-6074691eada8c-gzip%22	https://themesdesign.in/jobcy-tailwind/layout/assets/js/pages/job-grid.init.js	themesdesign.in/jobcy-tailwind/layout/assets/js/pages/job-grid.init.js	(from https://themesdesign.in/jobcy-tailwind/layout/job-grid.html)
17:59:51	5235/5235	---M--	200	added ('OK')	image/png	etag:%221473-6074691ea6d2c%22	https://themesdesign.in/jobcy-tailwind/layout/assets/images/featured-job/img-09.png	themesdesign.in/jobcy-tailwind/layout/assets/images/featured-job/img-09.png	(from https://themesdesign.in/jobcy-tailwind/layout/job-grid-2.html)
